Change_ID,Aircraft_Model,Company,Part_Number,Primary_Part,Assembly,Problem_Description,Source_of_Report,Material_Type,Original_Length,Original_Height,Original_Width,Changed_Length,Changed_Height,Changed_Width,Change_Type,Date_Reported,Impacted_Items,Impacted_Organizations,Severity_Score,Priority,,,,,,
CR-737-2887,Boeing 737-800,Boeing Commercial Airplanes,737-71-2052-003,Engine_Cowling,Propulsion,Thermal expansion mismatch causing joint stress concentration,Flight_Test,Aluminum 2024-T3,278.11,57.81,40.56,277.14,56.84,39.59,Process_Change,2023-01-22,Engine_Cowling|Engine_1|Propulsion|Engine_Mount,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Production_Control|Flight_Test,3.87,Medium,,,,,,
CR-737-2888,Boeing 737-800,Boeing Commercial Airplanes,737-38-4357-003,Right_Slat_System,Wing,Surface finish irregularity causing aerodynamic performance issues,Supplier_Boeing_Wichita,Aluminum 7075-T6,234.24,90.94,37.98,232.72,89.42,36.46,Surface_Treatment_Change,2023-03-09,Wing|Right_Slat_System|Right_Wing,Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support,2.4,Low,,,,,,
CR-737-2889,Boeing 737-800,Boeing Commercial Airplanes,737-55-1031-001,Empennage,Empennage,Fatigue crack observed in structural component during routine inspection,Customer_Operations,Aluminum 7075-T6,414.9,76.99,95.83,413.9,75.99,94.83,Design_Modification,2023-12-11,Empennage,Customer_Operations|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Production_Control|Flight_Test,1.5,High,,,,,,
CR-737-2890,Boeing 737-800,Boeing Commercial Airplanes,737-99-5971-002,Vertical_Stabilizer,Empennage,Fatigue crack observed in structural component during routine inspection,Flight_Test,Titanium Ti-6Al-4V,426.12,92.03,80.53,426.74,92.65,81.15,Process_Change,2024-11-26,Empennage|Right_Elevator|Vertical_Stabilizer,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,1.85,Medium,,,,,,
CR-737-2891,Boeing 737-800,Boeing Commercial Airplanes,737-71-3137-001,Engine_Mount,Propulsion,Manufacturing defect in composite layup causing delamination risk,Design_Engineering,Aluminum 7075-T6,199.49,47.09,69.39,200.19,47.79,70.09,Quality_Requirement_Change,2024-08-19,Engine_1|Engine_Mount|Engine_2|Engine_Cowling|Propulsion,Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Design_Engineering|Flight_Test,2.29,Medium,,,,,,
CR-737-2892,Boeing 737-800,Boeing Commercial Airplanes,737-57-8175-003,Left_Wing,Wing,Material property variation affecting load distribution characteristics,Field_Operations,Carbon Fiber Composite,362.13,110.64,56.59,362.13,110.64,56.59,Assembly_Sequence_Change,2024-11-03,Left_Wing|Wing,Flight_Test|Structural_Engineering|Quality_Assurance|Field_Operations,0.0,Low,,,,,,
CR-737-2893,Boeing 737-800,Boeing Commercial Airplanes,737-99-4491-201,Right_Elevator,Empennage,Wear pattern inconsistency observed during maintenance inspection,Field_Operations,Magnesium AZ31B,397.01,164.3,25.06,398.58,165.87,26.63,Design_Modification,2024-09-21,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Flight_Test,10.0,High,,,,,,
CR-737-2894,Boeing 737-800,Boeing Commercial Airplanes,737-99-6918-001,Thrust_Reverser,Propulsion,Thermal expansion mismatch causing joint stress concentration,Customer_Operations,Inconel 718,344.59,99.48,98.06,344.06,98.95,97.53,Quality_Requirement_Change,2024-02-24,Left_Wing_Box|Engine_1|Thrust_Reverser|Engine_2|Propulsion,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,1.71,Medium,,,,,,
CR-737-2895,Boeing 737-800,Boeing Commercial Airplanes,737-53-1501-101,Cockpit_Frame,Fuselage,Thermal expansion mismatch causing joint stress concentration,Design_Engineering,Steel 4340,118.22,108.31,43.75,118.98,109.07,44.51,Material_Change,2023-09-11,Fuselage|Forward_Fuselage|Cockpit_Frame|Nose_Landing_Gear_Bay,Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Design_Engineering|Flight_Test,4.56,High,,,,,,
CR-737-2896,Boeing 737-800,Boeing Commercial Airplanes,737-99-6430-201,APU_Bay,Fuselage,Material thickness variation beyond specification limits detected,Field_Operations,Magnesium AZ31B,444.15,172.78,19.62,444.61,173.24,20.08,Design_Modification,2024-11-08,Fuselage|Aft_Fuselage|APU_Bay,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,2.07,High,,,,,,
CR-737-2897,Boeing 737-800,Boeing Commercial Airplanes,737-99-6008-201,Thrust_Reverser,Propulsion,Material thickness variation beyond specification limits detected,Supplier_Spirit_AeroSystems,Titanium Ti-6Al-4V,292.59,147.09,54.44,292.42,146.92,54.27,Surface_Treatment_Change,2023-09-15,Engine_1|Thrust_Reverser|Propulsion,Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Certification|Supplier_Spirit_AeroSystems|Flight_Test,0.31,Low,,,,,,
CR-737-2898,Boeing 737-800,Boeing Commercial Airplanes,737-32-7889-101,Nose_Landing_Gear,Landing_Gear,Fatigue crack observed in structural component during routine inspection,Supplier_Boeing_Wichita,Aluminum 2024-T3,177.11,108.28,88.66,177.91,109.08,89.46,Dimensional_Change,2023-12-30,Nose_Landing_Gear|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Configuration_Management|Production_Control,1.99,Medium,,,,,,
CR-737-2899,Boeing 737-800,Boeing Commercial Airplanes,737-38-1903-003,NLG_Steering_System,Landing_Gear,Fastener hole misalignment discovered during assembly process,Manufacturing_Engineering,Inconel 718,241.35,66.39,89.86,242.2,67.24,90.71,Surface_Treatment_Change,2023-10-01,Nose_Landing_Gear|NLG_Steering_System|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Flight_Test,1.54,Low,,,,,,
CR-737-2900,Boeing 737-800,Boeing Commercial Airplanes,737-99-9456-201,NLG_Strut,Landing_Gear,Vibration-induced loosening of critical fastener connections,Design_Engineering,Stainless Steel 316L,66.91,179.29,10.99,66.8,179.18,10.88,Quality_Requirement_Change,2024-06-22,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Production_Control|Design_Engineering,0.21,Low,,,,,,
CR-737-2901,Boeing 737-800,Boeing Commercial Airplanes,737-38-3218-001,Right_Slat_System,Wing,Assembly interference detected during fit-up verification,Quality_Assurance,Aluminum 2024-T3,107.54,123.86,89.77,107.39,123.71,89.62,Process_Change,2024-11-26,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Production_Control,0.88,High,,,,,,
CR-737-2902,Boeing 737-800,Boeing Commercial Airplanes,737-99-3847-003,Right_Aileron,Wing,Stress concentration area showing signs of material degradation,Field_Operations,Stainless Steel 316L,394.5,59.81,34.43,394.06,59.37,33.99,Assembly_Sequence_Change,2024-07-04,Wing|Right_Wing|Right_Slat_System|Right_Aileron|Right_Wing_Box,Structural_Engineering|Systems_Engineering|Quality_Assurance|Field_Operations,1.66,Medium,,,,,,
CR-737-2903,Boeing 737-800,Boeing Commercial Airplanes,737-99-6089-201,Tail_Cone,Fuselage,Stress concentration area showing signs of material degradation,Design_Engineering,Stainless Steel 316L,50.01,68.44,13.51,48.62,67.05,12.12,Fastener_Change,2023-09-21,Tail_Cone|Fuselage|Aft_Fuselage,Customer_Support|Structural_Engineering|Quality_Assurance|Design_Engineering|Flight_Test,3.6,Low,,,,,,
CR-737-2904,Boeing 737-800,Boeing Commercial Airplanes,737-99-5789-003,NLG_Wheel_Assembly,Landing_Gear,Material property variation affecting load distribution characteristics,Flight_Test,Aluminum 2024-T3,237.45,164.56,86.3,238.1,165.21,86.95,Quality_Requirement_Change,2024-02-29,Landing_Gear|Nose_Landing_Gear|NLG_Wheel_Assembly,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Flight_Test,1.27,Low,,,,,,
CR-737-2905,Boeing 737-800,Boeing Commercial Airplanes,737-99-1256-001,Left_Aileron,Wing,Wear pattern inconsistency observed during maintenance inspection,Flight_Test,Stainless Steel 316L,285.13,27.95,87.75,286.06,28.88,88.68,Design_Modification,2023-09-06,Wing|Left_Wing_Box|Left_Aileron|Left_Wing|Left_Flap_System,Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Production_Control|Flight_Test,6.97,High,,,,,,
CR-737-2906,Boeing 737-800,Boeing Commercial Airplanes,737-71-5812-002,Engine_2,Propulsion,Assembly interference detected during fit-up verification,Quality_Assurance,Stainless Steel 316L,74.59,198.58,63.66,73.74,197.73,62.81,Tolerance_Adjustment,2024-01-21,Engine_Mount|Engine_2|Engine_Cowling|Propulsion|Right_Wing_Box,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Configuration_Management|Flight_Test,3.2,Medium,,,,,,
CR-737-2907,Boeing 737-800,Boeing Commercial Airplanes,737-99-4502-001,MLG_Wheel_Assembly,Landing_Gear,Surface finish irregularity causing aerodynamic performance issues,Supplier_Spirit_AeroSystems,Magnesium AZ31B,487.89,43.46,61.7,489.5,45.07,63.31,Assembly_Sequence_Change,2024-03-28,Main_Landing_Gear|MLG_Brake_System|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Supplier_Spirit_AeroSystems,5.0,Medium,,,,,,
CR-737-2908,Boeing 737-800,Boeing Commercial Airplanes,737-57-5646-101,Right_Wing_Box,Wing,Fatigue crack observed in structural component during routine inspection,Customer_Operations,Magnesium AZ31B,151.76,163.29,83.18,150.5,162.03,81.92,Design_Modification,2023-03-02,Wing|Right_Wing|Main_Spar|Right_Flap_System|Right_Wing_Box,Manufacturing_Engineering|Customer_Operations|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,9.47,High,,,,,,
CR-737-2909,Boeing 737-800,Boeing Commercial Airplanes,737-32-2371-003,Nose_Landing_Gear_Bay,Fuselage,Surface treatment adhesion failure compromising protection coating,Manufacturing_Engineering,Aluminum 6061-T6,186.89,91.06,80.77,187.94,92.11,81.82,Dimensional_Change,2024-06-06,Fuselage|Nose_Landing_Gear_Bay|Cockpit_Frame|Forward_Fuselage,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,5.27,Medium,,,,,,
CR-737-2910,Boeing 737-800,Boeing Commercial Airplanes,737-57-1931-001,Left_Wing,Wing,Material thickness variation beyond specification limits detected,Customer_Operations,Carbon Fiber Composite,186.77,108.6,90.11,188.12,109.95,91.46,Assembly_Sequence_Change,2023-10-05,Left_Wing|Wing,Customer_Operations|Structural_Engineering|Quality_Assurance|Flight_Test,2.0,Low,,,,,,
CR-737-2911,Boeing 737-800,Boeing Commercial Airplanes,737-57-7247-101,Wing,Wing,Surface finish irregularity causing aerodynamic performance issues,Quality_Assurance,Inconel 718,153.69,178.52,59.75,152.72,177.55,58.78,Process_Change,2023-11-19,Wing,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Production_Control|Flight_Test,0.97,Medium,,,,,,
CR-737-2912,Boeing 737-800,Boeing Commercial Airplanes,737-32-6514-003,Landing_Gear,Landing_Gear,Corrosion detected on surface coating affecting structural integrity,Field_Operations,Aluminum 7075-T6,50.66,94.32,97.09,50.97,94.63,97.4,Material_Change,2024-10-17,Landing_Gear,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Production_Control|Flight_Test,0.46,High,,,,,,
CR-737-2913,Boeing 737-800,Boeing Commercial Airplanes,737-57-9008-001,Right_Wing,Wing,Material thickness variation beyond specification limits detected,Design_Engineering,Carbon Fiber Composite,378.21,116.75,99.65,376.72,115.26,98.16,Material_Change,2024-01-05,Wing|Right_Wing,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Design_Engineering|Flight_Test,4.0,High,,,,,,
CR-737-2914,Boeing 737-800,Boeing Commercial Airplanes,737-99-6067-003,Stabilizer_Trim_Tab,Empennage,Dimensional tolerance exceeded during manufacturing quality check,Design_Engineering,Stainless Steel 316L,485.08,28.87,20.49,485.59,29.38,21.0,Design_Modification,2024-01-10,Stabilizer_Trim_Tab|Empennage|Horizontal_Stabilizer,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Production_Control|Design_Engineering|Flight_Test,2.31,High,,,,,,
CR-737-2915,Boeing 737-800,Boeing Commercial Airplanes,737-32-7953-001,Nose_Landing_Gear,Landing_Gear,Corrosion detected on surface coating affecting structural integrity,Design_Engineering,Aluminum 7075-T6,150.93,20.42,86.46,152.47,21.96,88.0,Surface_Treatment_Change,2024-11-15,Nose_Landing_Gear|Landing_Gear,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Design_Engineering,1.6,Low,,,,,,
CR-737-2916,Boeing 737-800,Boeing Commercial Airplanes,737-53-7768-001,Fuselage,Fuselage,Wear pattern inconsistency observed during maintenance inspection,Customer_Operations,Inconel 718,348.37,64.06,54.98,347.75,63.44,54.36,Assembly_Sequence_Change,2023-11-21,Fuselage,Customer_Operations|Customer_Support|Structural_Engineering|Quality_Assurance|Configuration_Management|Flight_Test,0.46,Low,,,,,,
CR-737-2917,Boeing 737-800,Boeing Commercial Airplanes,737-38-7041-001,Right_Slat_System,Wing,Wear pattern inconsistency observed during maintenance inspection,Field_Operations,Steel 4340,383.85,142.5,44.88,385.02,143.67,46.05,Tolerance_Adjustment,2023-02-02,Right_Aileron|Wing|Right_Slat_System|Right_Wing,Structural_Engineering|Certification|Quality_Assurance|Field_Operations,3.52,Medium,,,,,,
CR-737-2918,Boeing 737-800,Boeing Commercial Airplanes,737-57-7069-201,Wing,Wing,Material thickness variation beyond specification limits detected,Manufacturing_Engineering,Magnesium AZ31B,431.79,41.83,65.18,430.31,40.35,63.7,Design_Modification,2024-11-16,Wing,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Flight_Test,2.0,High,,,,,,
CR-737-2919,Boeing 737-800,Boeing Commercial Airplanes,737-53-1459-101,Aft_Fuselage,Fuselage,Fastener hole misalignment discovered during assembly process,Quality_Assurance,Stainless Steel 316L,240.18,40.48,15.04,240.9,41.2,15.76,Quality_Requirement_Change,2023-04-01,Emergency_Exit_Frame|Fuselage|Aft_Fuselage|Rear_Pressure_Bulkhead,Structural_Engineering|Quality_Assurance|Field_Support,1.87,Medium,,,,,,
CR-737-2920,Boeing 737-800,Boeing Commercial Airplanes,737-57-5828-002,Wing_Box_Interface,Fuselage,Fastener hole misalignment discovered during assembly process,Supplier_Boeing_Wichita,Steel 4340,186.32,93.97,55.58,187.0,94.65,56.26,Assembly_Sequence_Change,2024-05-19,Wing_Box_Interface|Main_Landing_Gear_Bay|Fuselage|Center_Fuselage,Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Configuration_Management,2.04,Medium,,,,,,
CR-737-2921,Boeing 737-800,Boeing Commercial Airplanes,737-99-7398-003,Vertical_Stabilizer,Empennage,Assembly interference detected during fit-up verification,Supplier_Spirit_AeroSystems,Aluminum 2024-T3,196.38,136.61,88.38,195.73,135.96,87.73,Tolerance_Adjustment,2023-02-24,Empennage|Horizontal_Stabilizer|Vertical_Stabilizer,Materials_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Supplier_Spirit_AeroSystems,1.46,Low,,,,,,
CR-737-2922,Boeing 737-800,Boeing Commercial Airplanes,737-99-9717-201,Vertical_Stabilizer,Empennage,Surface treatment adhesion failure compromising protection coating,Supplier_Boeing_Wichita,Aluminum 6061-T6,370.68,148.17,29.21,370.01,147.5,28.54,Fastener_Change,2023-05-09,Rudder|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer,Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Certification|Production_Control,2.42,Medium,,,,,,
CR-737-2923,Boeing 737-800,Boeing Commercial Airplanes,737-71-4733-201,Engine_Mount,Propulsion,Fastener hole misalignment discovered during assembly process,Customer_Operations,Aluminum 6061-T6,417.55,52.12,48.38,415.95,50.52,46.78,Dimensional_Change,2023-05-24,Left_Wing_Box|Engine_1|Engine_Mount|Thrust_Reverser|Propulsion,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,8.33,Medium,,,,,,
CR-737-2924,Boeing 737-800,Boeing Commercial Airplanes,737-57-6905-003,Right_Wing_Box,Wing,Assembly interference detected during fit-up verification,Manufacturing_Engineering,Carbon Fiber Composite,131.73,34.33,94.55,132.07,34.67,94.89,Material_Change,2023-04-05,Front_Spar|Wing|Right_Wing|Engine_Mount|Right_Aileron|Right_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,3.09,High,,,,,,
CR-737-2925,Boeing 737-800,Boeing Commercial Airplanes,737-71-1509-101,Engine_Mount,Propulsion,Thermal expansion mismatch causing joint stress concentration,Supplier_Boeing_Wichita,Aluminum 6061-T6,216.92,189.27,48.57,218.43,190.78,50.08,Surface_Treatment_Change,2024-11-15,Engine_1|Propulsion|Engine_Mount,Systems_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Certification|Flight_Test,2.4,Low,,,,,,
CR-737-2926,Boeing 737-800,Boeing Commercial Airplanes,737-99-7459-001,Right_Aileron,Wing,Material thickness variation beyond specification limits detected,Supplier_Boeing_Wichita,Inconel 718,455.87,66.92,42.25,454.4,65.45,40.78,Design_Modification,2024-11-27,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Certification|Supplier_Management|Field_Support|Configuration_Management|Production_Control|Flight_Test,10.0,High,,,,,,
CR-737-2927,Boeing 737-800,Boeing Commercial Airplanes,737-99-3532-101,Thrust_Reverser,Propulsion,Wear pattern inconsistency observed during maintenance inspection,Manufacturing_Engineering,Titanium Ti-6Al-4V,413.01,173.6,49.65,413.63,174.22,50.27,Design_Modification,2024-03-13,Engine_1|Thrust_Reverser|Engine_2|Engine_Cowling|Propulsion,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,4.65,High,,,,,,
CR-737-2928,Boeing 737-800,Boeing Commercial Airplanes,737-38-5301-003,Right_Slat_System,Wing,Surface treatment adhesion failure compromising protection coating,Customer_Operations,Inconel 718,493.19,175.43,56.75,493.89,176.13,57.45,Surface_Treatment_Change,2024-04-12,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron,Customer_Operations|Structural_Engineering|Quality_Assurance|Materials_Engineering,2.11,Medium,,,,,,
CR-737-2929,Boeing 737-800,Boeing Commercial Airplanes,737-38-4162-001,Right_Slat_System,Wing,Manufacturing defect in composite layup causing delamination risk,Customer_Operations,Titanium Ti-6Al-4V,389.41,159.05,66.88,389.21,158.85,66.68,Dimensional_Change,2024-06-25,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Flight_Test,1.27,Medium,,,,,,
CR-737-2930,Boeing 737-800,Boeing Commercial Airplanes,737-57-4418-101,Left_Wing_Box,Wing,Material property variation affecting load distribution characteristics,Supplier_Boeing_Wichita,Stainless Steel 316L,226.94,50.39,82.06,226.56,50.01,81.68,Assembly_Sequence_Change,2024-02-23,Front_Spar|Left_Wing|Wing|Left_Wing_Box,Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,1.13,Medium,,,,,,
CR-737-2931,Boeing 737-800,Boeing Commercial Airplanes,737-38-7380-003,Right_Slat_System,Wing,Vibration-induced loosening of critical fastener connections,Manufacturing_Engineering,Aluminum 7075-T6,315.79,167.92,50.69,314.39,166.52,49.29,Quality_Requirement_Change,2024-01-22,Wing|Right_Slat_System|Right_Wing,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Configuration_Management|Flight_Test,2.6,Low,,,,,,
CR-737-2932,Boeing 737-800,Boeing Commercial Airplanes,737-57-1107-002,Wing,Wing,Impact damage assessment reveals underlying structural concerns,Supplier_Boeing_Wichita,Magnesium AZ31B,347.46,158.47,83.57,348.19,159.2,84.3,Process_Change,2023-02-08,Wing,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Certification|Configuration_Management|Production_Control,0.73,Medium,,,,,,
CR-737-2933,Boeing 737-800,Boeing Commercial Airplanes,737-32-6841-002,Main_Landing_Gear,Landing_Gear,Assembly interference detected during fit-up verification,Maintenance_Planning,Titanium Ti-6Al-4V,85.31,127.41,58.03,85.12,127.22,57.84,Fastener_Change,2024-05-17,Landing_Gear|Main_Landing_Gear,Systems_Engineering|Customer_Support|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support|Flight_Test,0.35,Low,,,,,,
CR-737-2934,Boeing 737-800,Boeing Commercial Airplanes,737-57-4443-003,Left_Wing_Box,Wing,Impact damage assessment reveals underlying structural concerns,Customer_Operations,Carbon Fiber Composite,295.02,80.7,40.46,296.39,82.07,41.83,Design_Modification,2024-10-16,Wing|Left_Wing_Box|Engine_1|Wing_Center_Section|Left_Wing|Main_Spar,Customer_Operations|Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Production_Control|Flight_Test,10.0,High,,,,,,
CR-737-2935,Boeing 737-800,Boeing Commercial Airplanes,737-99-4065-001,Propulsion,Propulsion,Material property variation affecting load distribution characteristics,Manufacturing_Engineering,Aluminum 7075-T6,369.19,67.25,69.22,367.66,65.72,67.69,Process_Change,2024-01-24,Propulsion,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control,1.33,Medium,,,,,,
CR-737-2936,Boeing 737-800,Boeing Commercial Airplanes,737-57-2109-003,Right_Wing_Box,Wing,Material thickness variation beyond specification limits detected,Customer_Operations,Magnesium AZ31B,125.29,41.94,74.6,124.91,41.56,74.22,Fastener_Change,2023-12-18,Wing|Right_Wing_Box|Right_Wing,Manufacturing_Engineering|Customer_Operations|Structural_Engineering|Quality_Assurance|Field_Support,1.03,Low,,,,,,
CR-737-2937,Boeing 737-800,Boeing Commercial Airplanes,737-57-8805-002,Wing,Wing,Corrosion detected on surface coating affecting structural integrity,Quality_Assurance,Inconel 718,401.28,111.76,60.22,400.22,110.7,59.16,Quality_Requirement_Change,2024-08-04,Wing,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance,0.69,Low,,,,,,
CR-737-2938,Boeing 737-800,Boeing Commercial Airplanes,737-53-1496-201,Forward_Door_Frame,Fuselage,Fastener hole misalignment discovered during assembly process,Quality_Assurance,Stainless Steel 316L,312.7,125.35,15.1,313.11,125.76,15.51,Design_Modification,2024-04-23,Forward_Door_Frame|Fuselage|Forward_Fuselage,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,1.84,High,,,,,,
CR-737-2939,Boeing 737-800,Boeing Commercial Airplanes,737-99-8804-002,NLG_Wheel_Assembly,Landing_Gear,Surface treatment adhesion failure compromising protection coating,Customer_Operations,Aluminum 7075-T6,478.5,84.68,25.29,479.31,85.49,26.1,Quality_Requirement_Change,2023-12-15,Landing_Gear|Nose_Landing_Gear|NLG_Wheel_Assembly,Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support,1.57,Low,,,,,,
CR-737-2940,Boeing 737-800,Boeing Commercial Airplanes,737-99-8436-003,Stabilizer_Trim_Tab,Empennage,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Magnesium AZ31B,69.09,105.56,35.68,67.92,104.39,34.51,Quality_Requirement_Change,2023-01-19,Stabilizer_Trim_Tab|Empennage|Horizontal_Stabilizer,Structural_Engineering|Configuration_Management|Quality_Assurance,2.28,Low,,,,,,
CR-737-2941,Boeing 737-800,Boeing Commercial Airplanes,737-99-8734-002,MLG_Wheel_Assembly,Landing_Gear,Dimensional tolerance exceeded during manufacturing quality check,Quality_Assurance,Magnesium AZ31B,169.4,85.43,35.44,169.92,85.95,35.96,Assembly_Sequence_Change,2023-03-29,Main_Landing_Gear|MLG_Wheel_Assembly|Landing_Gear,Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support,1.16,Low,,,,,,
CR-737-2942,Boeing 737-800,Boeing Commercial Airplanes,737-57-3948-002,Wing,Wing,Thermal expansion mismatch causing joint stress concentration,Manufacturing_Engineering,Aluminum 6061-T6,320.7,135.38,70.61,321.61,136.29,71.52,Process_Change,2023-08-29,Wing,Manufacturing_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Production_Control,0.91,Medium,,,,,,
CR-737-2943,Boeing 737-800,Boeing Commercial Airplanes,737-99-9455-101,Left_Aileron,Wing,Fastener hole misalignment discovered during assembly process,Field_Operations,Stainless Steel 316L,183.45,182.23,11.65,182.99,181.77,11.19,Material_Change,2023-07-22,Wing|Left_Wing_Box|Left_Wing|Left_Slat_System|Left_Aileron,Materials_Engineering|Systems_Engineering|Field_Operations|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,3.47,High,,,,,,
CR-737-2944,Boeing 737-800,Boeing Commercial Airplanes,737-99-8109-001,Right_Elevator,Empennage,Surface treatment adhesion failure compromising protection coating,Customer_Operations,Aluminum 7075-T6,371.49,49.51,78.01,371.37,49.39,77.89,Material_Change,2023-06-23,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Customer_Operations|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Flight_Test,1.05,High,,,,,,
CR-737-2945,Boeing 737-800,Boeing Commercial Airplanes,737-99-9949-101,APU_Bay,Fuselage,Manufacturing defect in composite layup causing delamination risk,Manufacturing_Engineering,Magnesium AZ31B,391.55,88.65,33.88,392.22,89.32,34.55,Assembly_Sequence_Change,2023-11-29,Fuselage|Aft_Fuselage|APU_Bay,Manufacturing_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Configuration_Management,1.51,Low,,,,,,
